;代码	x	y	名称	        范围	数量	时间
D714	158	149	黑色恶蛆	30	5	10
D714	200	200	黑色恶蛆	30	5	10
D714	255	306	黑色恶蛆	30	5	10
D714	287	286	黑色恶蛆	30	5	10
D714	56	158	黑色恶蛆	30	5	10
D714	153	237	黑色恶蛆	30	5	10
D714	112	250	黑色恶蛆	30	5	10
D714	114	314	黑色恶蛆	30	5	10
D714	304	340	黑色恶蛆	30	5	10
D714	100	100	蝎蛇     	100	3	5	50
D714	300	100	蝎蛇    	100	3	5	50
D714	100	300	蝎蛇    	100	3	5	50
D714	300	300	蝎蛇    	100	3	5	50
D714	200	200	蝎蛇    	200	50	10
D714	200	200	楔蛾    	200	55	10
D714	200	200	白野猪   	200	3	120
D714	200	200	角蝇    	200	20	10

;石墓五层
D715	200	200	红野猪   	200	100	10
D715	200	200	楔蛾     	200	100	10
D715	200	200	蝎蛇    	200	100	10
D715	200	200	黑野猪   	200	100	10
D715	200	200	黑色恶蛆	200	100	10
D715	200	200	角蝇    	200	30	10
;特殊
D715	200	200	白野猪  	200	1	120
;石墓六层
D716	25	25	红野猪  	25	5	10
D716	25	25	黑野猪  	25	5	10
D716	25	25	楔蛾    	25	8	10
D716	25	25	蝎蛇    	25	5	10
D716	25	25	黑色恶蛆	25	8	10
D716	25	25	角蝇    	25	5	10

;石墓阵
D71601	25	25	红野猪  	25	7	10
D71601	25	25	黑野猪   	25	7	10
D71601	25	25	楔蛾    	25	10	10
D71601	25	25	蝎蛇    	25	7	10
D71601	25	25	黑色恶蛆	25	10	10
D71601	25	25	角蝇    	25	3	10


D71602	25	25	红野猪  	25	7	10
D71602	25	25	黑野猪  	25	7	10
D71602	25	25	楔蛾    	25	10	10
D71602	25	25	蝎蛇    	25	7	10
D71602	25	25	黑色恶蛆	25	10	10
D71602	25	25	角蝇    	25	3	10


D71603	25	25	红野猪  	25	7	10
D71603	25	25	黑野猪   	25	7	10
D71603	25	25	楔蛾    	25	10	10
D71603	25	25	蝎蛇    	25	7	10
D71603	25	25	黑色恶蛆	25	10	10
D71603	25	25	角蝇    	25	3	10


D71604	25	25	红野猪  	25	7	10
D71604	25	25	黑野猪   	25	7	10
D71604	25	25	楔蛾    	25	10	10
D71604	25	25	蝎蛇    	25	7	10
D71604	25	25	黑色恶蛆	25	10	10
D71604	25	25	角蝇    	25	3	10


D71605	25	25	红野猪  	25	7	10
D71605	25	25	黑野猪  	25	7	10
D71605	25	25	楔蛾    	25	10	10
D71605	25	25	蝎蛇    	25	7	10
D71605	25	25	黑色恶蛆	25	10	10
D71605	25	25	角蝇    	25	3	10


D71606	25	25	红野猪  	25	7	10
D71606	25	25	黑野猪  	25	7	10
D71606	25	25	楔蛾    	25	10	10
D71606	25	25	蝎蛇    	25	7	10
D71606	25	25	黑色恶蛆	25	10	10
D71606	25	25	角蝇    	25	3	10


D71607	25	25	红野猪  	25	7	10
D71607	25	25	黑野猪  	25	7	10
D71607	25	25	楔蛾    	25	10	10
D71607	25	25	蝎蛇    	25	7	10
D71607	25	25	黑色恶蛆	25	10	10
D71607	25	25	角蝇    	25	3	10


D71608	25	25	红野猪  	25	7	10
D71608	25	25	黑野猪  	25	7	10
D71608	25	25	楔蛾    	25	10	10
D71608	25	25	蝎蛇    	25	7	10
D71608	25	25	黑色恶蛆	25	10	10
D71608	25	25	角蝇    	25	3	10


D71609	25	25	红野猪  	25	7	10
D71609	25	25	黑野猪  	25	7	10
D71609	25	25	楔蛾    	25	10	10
D71609	25	25	蝎蛇    	25	7	10
D71609	25	25	黑色恶蛆	25	10	10
D71609	25	25	角蝇    	25	3	10


D71610	25	25	红野猪  	25	7	10
D71610	25	25	黑野猪  	25	7	10
D71610	25	25	楔蛾    	25	10	10
D71610	25	25	蝎蛇    	25	7	10
D71610	25	25	黑色恶蛆	25	10	10
D71610	25	25	角蝇    	25	3	10


D71611	25	25	红野猪  	25	7	10
D71611	25	25	黑野猪  	25	7	10
D71611	25	25	楔蛾    	25	10	10
D71611	25	25	蝎蛇    	25	7	10
D71611	25	25	黑色恶蛆	25	10	10
D71611	25	25	角蝇    	25	3	10


D71612	25	25	红野猪  	25	7	10
D71612	25	25	黑野猪  	25	7	10
D71612	25	25	楔蛾    	25	10	10
D71612	25	25	蝎蛇    	25	7	10
D71612	25	25	黑色恶蛆	25	10	10
D71612	25	25	角蝇    	25	3	10


D71613	25	25	红野猪  	25	7	10
D71613	25	25	黑野猪  	25	7	10
D71613	25	25	楔蛾    	25	10	10
D71613	25	25	蝎蛇    	25	7	10
D71613	25	25	黑色恶蛆	25	10	10
D71613	25	25	角蝇    	25	3	10


D71614	25	25	红野猪  	25	7	10
D71614	25	25	黑野猪  	25	7	10
D71614	25	25	楔蛾    	25	10	10
D71614	25	25	蝎蛇    	25	7	10
D71614	25	25	黑色恶蛆	25	10	10
D71614	25	25	角蝇    	25	3	10


D71615	25	25	红野猪  	25	7	10
D71615	25	25	黑野猪   	25	7	10
D71615	25	25	楔蛾    	25	10	10
D71615	25	25	蝎蛇    	25	7	10
D71615	25	25	黑色恶蛆	25	10	10
D71615	25	25	角蝇    	25	3	10


D71616	25	25	红野猪  	25	7	10
D71616	25	25	黑野猪  	25	7	10
D71616	25	25	楔蛾    	25	10	10
D71616	25	25	蝎蛇    	25	7	10
D71616	25	25	黑色恶蛆	25	10	10
D71616	25	25	角蝇    	25	3	10


D71617	25	25	红野猪  	25	7	10
D71617	25	25	黑野猪  	25	7	10
D71617	25	25	楔蛾    	25	10	10
D71617	25	25	蝎蛇    	25	7	10
D71617	25	25	黑色恶蛆	25	10	10
D71617	25	25	角蝇    	25	3	10


D71618	25	25	红野猪  	25	7	10
D71618	25	25	黑野猪  	25	7	10
D71618	25	25	楔蛾    	25	10	10
D71618	25	25	蝎蛇    	25	7	10
D71618	25	25	黑色恶蛆	25	10	10
D71618	25	25	角蝇    	25	3	10


D71619	25	25	红野猪  	25	7	10
D71619	25	25	黑野猪  	25	7	10
D71619	25	25	楔蛾    	25	10	10
D71619	25	25	蝎蛇    	25	7	10
D71619	25	25	黑色恶蛆	25	10	10
D71619	25	25	角蝇    	25	3	10


D71620	25	25	红野猪  	25	7	10
D71620	25	25	黑野猪  	25	7	10
D71620	25	25	楔蛾    	25	10	10
D71620	25	25	蝎蛇    	25	7	10
D71620	25	25	黑色恶蛆	25	10	10
D71620	25	25	角蝇    	25	3	10


D71621	25	25	红野猪  	25	7	10
D71621	25	25	黑野猪  	25	7	10
D71621	25	25	楔蛾    	25	10	10
D71621	25	25	蝎蛇    	25	7	10
D71621	25	25	黑色恶蛆	25	10	10
D71621	25	25	角蝇    	25	3	10


D71622	25	25	红野猪  	25	7	10
D71622	25	25	黑野猪  	25	7	10
D71622	25	25	楔蛾    	25	10	10
D71622	25	25	蝎蛇    	25	7	10
D71622	25	25	黑色恶蛆	25	10	10
D71622	25	25	角蝇    	25	3	10


D71623	25	25	红野猪  	25	7	10
D71623	25	25	黑野猪  	25	7	10
D71623	25	25	楔蛾    	25	10	10
D71623	25	25	蝎蛇    	25	7	10
D71623	25	25	黑色恶蛆	25	10	10
D71623	25	25	角蝇    	25	3	10


D71624	25	25	红野猪  	25	7	10
D71624	25	25	黑野猪  	25	7	10
D71624	25	25	楔蛾    	25	10	10
D71624	25	25	蝎蛇    	25	7	10
D71624	25	25	黑色恶蛆	25	10	10
D71624	25	25	角蝇     	25	3	10


D71625	25	25	红野猪          25	7	10
D71625	25	25	黑野猪   	25	7	10
D71625	25	25	楔蛾    	25	10	10
D71625	25	25	蝎蛇    	25	7	10
D71625	25	25	黑色恶蛆	25	10	10
D71625	25	25	角蝇    	25	3	10


;石墓七层
D717	100	100	黑色恶蛆	100	100	10
D717    100     100     红野猪          100     50      10
D717    100     100     黑野猪          100     50      10
D717	100	100	楔蛾    	100	150	10
D717	100	100	角蝇    	100	5	10
;特殊
D717	100	100	白野猪  	100	30	30
D717	100	100	邪恶毒蛇	100	2	60
D717	83	25	石墓尸王	0	1	120

;桃源之门
R001	114	122	蜜蜂    	50	30	20
R001	93	104	神兽    	150	10	60
R001	93	104	神兽2   	150	30	60
R001	93	104	神兽0   	150	5	60
R001	93	104	变异骷髅0	150	30	60

;香石古墓一层
E701	50	50	僵尸1   	50	45	23
E701	50	50	僵尸2   	50	40	23
E701	50	50	僵尸3   	50	40	23
E701	50	50	僵尸4    	50	40	23
E701	50	50	僵尸5   	50	40	23
;特殊
E701	50	50	僵尸10  	50	2	30
E701	50	50	僵尸30  	50	2	30
E701	50	50	僵尸50  	50	2	30

;香石古墓二层
E702	50	50	僵尸1   	50	25	23
E702	50	50	僵尸2   	50	15	23
E702	50	50	僵尸3   	50	15	23
E702	50	50	僵尸4   	50	15	23
E702	50	50	僵尸5   	50	15	23
E702	50	50	楔蛾    	50	15	23
E702	50	50	红野猪  	50	15	23
E702	50	50	黑野猪  	50	15	23
E702	50	50	黑色恶蛆	50	15	23
E702	50	50	角蝇    	50	2	23
E702	50	50	蝎蛇    	50	10	23
;特殊
E702	50	50	僵尸10  	50	2	30
E702	50	50	僵尸40  	50	2	30
E702	50	50	僵尸50  	50	2	30
E702	50	50	黑野猪 	        50	2	30
E702	50	50	蝎蛇   	        50	2	30
;香石古墓三层
E703	50	50	楔蛾    	50	25	23
E703	50	50	红野猪   	50	25	23
E703	50	50	黑野猪   	50	25	23
E703	50	50	黑色恶蛆	50	25	23
E703	50	50	角蝇    	50	2	23
E703	50	50	蝎蛇    	50	25	23
;特殊
E703	50	50	红野猪 	        50	2	30
E703	50	50	蝎蛇   	        50	2	30

;未知暗殿
M001	200	200	鸡1     	200	3	50
M001	200	200	鸡      	200	3	50
M001	200	200	鹿1     	200	3	50
M001	200	200	鹿      	200	1	90
M001	200	200	稻草人1 	200	6	50
M001	200	200	稻草人  	200	1	90
M001	200	200	巨型多角虫1	200	12	30
M001	200	200	巨型多角虫	200	1	180
M001	200	200	半兽勇士1	200	12	30
M001	200	200	半兽勇士	200	1	90
M001	200	200	骷髅精灵1	200	24	50
M001	200	200	骷髅精灵	200	1	90
M001	200	200	尸王1   	200	24	50
M001	200	200	尸王    	200	1	90
M001	200	200	沃玛卫士1	200	48	50
M001	200	200	沃玛卫士	200	1	90
M001	200	200	邪恶钳虫1	200	48	50
M001	200	200	邪恶钳虫	200	1	90
M001	200	200	白野猪1 	200	100	50
M001	200	200	白野猪  	200	1	90
M001	200	200	邪恶毒蛇1	200	200	50
M001	200	200	邪恶毒蛇	200	1	90
M001	200	200	沃玛教主1	200	400	50
M001	200	200	沃玛教主	200	1	180

;不归路	
T1341	15	25	暴牙蜘蛛	10	3	10
T1341	15	25	天狼蜘蛛	10	3	10
T1341	25	15	暴牙蜘蛛	10	3	10
T1341	25	15	天狼蜘蛛	10	3	10


T1342	15	25	暴牙蜘蛛	10	4	10
T1342	15	25	天狼蜘蛛	10	4	10
T1342	25	15	暴牙蜘蛛	10	4	10
T1342	25	15	天狼蜘蛛	10	4	10


T1343	15	25	暴牙蜘蛛	10	5	10
T1343	15	25	天狼蜘蛛	10	5	10
T1343	25	15	暴牙蜘蛛	10	5	10
T1343	25	15	天狼蜘蛛	10	5	10


;赤月峡谷东走廊
D10011	262	342	月魔蜘蛛	150	20	10
D10011	262	342	天狼蜘蛛	150	20	8
D10011	262	342	钢牙蜘蛛	150	10	10
D10011	262	342	花吻蜘蛛	150	10	10
D10011	262	342	暴牙蜘蛛	150	20	10

D10011	165	323	月魔蜘蛛	100	20	10
D10011	165	323	天狼蜘蛛	100	10	8
D10011	165	323	钢牙蜘蛛	100	5	10
D10011	165	323	花吻蜘蛛	100	5	10
D10011	165	323	暴牙蜘蛛	100	10	10

D10011	135	69	月魔蜘蛛	100	15	10
D10011	135	69	天狼蜘蛛	100	10	8
D10011	135	69	钢牙蜘蛛	100	5	10
D10011	135	16	花吻蜘蛛	100	5	10
D10011	135	69	暴牙蜘蛛	100	10	10

D10011	40	151	月魔蜘蛛	200	50	10
D10011	40	151	天狼蜘蛛	200	30	8
D10011	40	151	钢牙蜘蛛	200	20	10
D10011	40	151	花吻蜘蛛	200	20	10
D10011	40	151	暴牙蜘蛛	200	30	10

D10011	223	106	月魔蜘蛛	150	25	10
D10011	223	106	天狼蜘蛛	150	15	8
D10011	223	106	钢牙蜘蛛	150	10	10
D10011	223	106	花吻蜘蛛	150	10	10
D10011	223	106	暴牙蜘蛛	150	15	10


;赤月峡谷西走廊
D10012	134	172	月魔蜘蛛	200	80	10
D10012	134	172	天狼蜘蛛	200	45	8
D10012	134	172	钢牙蜘蛛	200	30	10
D10012	134	172	花吻蜘蛛	200	30	10
D10012	134	172	暴牙蜘蛛	200	45	10

D10012	74	236	月魔蜘蛛	100	25	10
D10012	74	236	天狼蜘蛛	100	15	8
D10012	74	236	钢牙蜘蛛	100	10	10
D10012	74	236	花吻蜘蛛	100	10	10
D10012	74	236	暴牙蜘蛛	100	15	10

D10012	206	89	月魔蜘蛛	100	30	10
D10012	206	89	天狼蜘蛛	100	20	8
D10012	206	89	钢牙蜘蛛	100	10	10
D10012	206	89	花吻蜘蛛	100	10	10
D10012	206	89	暴牙蜘蛛	100	20	10


;赤月峡谷西回隧道
D10013	140	175	月魔蜘蛛	200	80	10
D10013	140	175	天狼蜘蛛	200	45	8
D10013	140	175	钢牙蜘蛛	200	30	10
D10013	140	175	花吻蜘蛛	200	30	10
D10013	140	175	暴牙蜘蛛	200	45	10

D10013	134	146	月魔蜘蛛	100	25	10
D10013	134	146	天狼蜘蛛	100	15	8
D10013	134	146	钢牙蜘蛛	100	10	10
D10013	134	146	花吻蜘蛛	100	10	10
D10013	134	146	暴牙蜘蛛	100	15	10

D10013	213	215	月魔蜘蛛	100	30	10
D10013	213	215	天狼蜘蛛	100	20	8
D10013	213	215	钢牙蜘蛛	100	10	10
D10013	213	215	花吻蜘蛛	100	10	10
D10013	213	215	暴牙蜘蛛	100	20	10

;赤月峡谷东二层
D1002	161	161	月魔蜘蛛	200	80	10
D1002	161	161	天狼蜘蛛	200	60	8
D1002	161	161	钢牙蜘蛛	200	30	10
D1002	161	161	花吻蜘蛛	200	30	10
D1002	161	161	黑锷蜘蛛	200	15	12
D1002	161	161	暴牙蜘蛛	200	50	10

D1002	125	165	月魔蜘蛛	150	30	10
D1002	125	165	天狼蜘蛛	150	25	8
D1002	125	165	钢牙蜘蛛	150	10	10
D1002	125	165	花吻蜘蛛	150	20	10
D1002	125	165	黑锷蜘蛛	150	5	12
D1002	125	165	暴牙蜘蛛	150	25	10

D1002	241	100	月魔蜘蛛	150	30	10
D1002	241	100	天狼蜘蛛	150	25	8
D1002	241	100	钢牙蜘蛛	150	10	10
D1002	241	100	花吻蜘蛛	150	20	10
D1002	241	100	黑锷蜘蛛	150	5	12
D1002	241	100	暴牙蜘蛛	150	25	10

D1002	133	58	月魔蜘蛛	150	30	10
D1002	133	58	天狼蜘蛛	150	25	8
D1002	133	58	钢牙蜘蛛	150	10	10
D1002	133	58	花吻蜘蛛	150	20	10
D1002	133	58	黑锷蜘蛛	150	5	12
D1002	133	58	暴牙蜘蛛	150	25	10

D1002	166	227	月魔蜘蛛	150	30	10
D1002	166	227	天狼蜘蛛	150	25	8
D1002	166	227	钢牙蜘蛛	150	10	10
D1002	166	227	花吻蜘蛛	150	20	10
D1002	166	227	黑锷蜘蛛	150	5	12
D1002	166	227	暴牙蜘蛛	150	25	10


;赤月峡谷广场
D10031	128	91	月魔蜘蛛	200	80	10
D10031	128	91	天狼蜘蛛	200	50	8
D10031	128	91	钢牙蜘蛛	200	40	10
D10031	128	91	花吻蜘蛛	200	40	10
D10031	128	91	黑锷蜘蛛	200	10	12
D10031	128	91	暴牙蜘蛛	200	40	10

D10031	242	152	月魔蜘蛛	150	30	10
D10031	242	152	天狼蜘蛛	150	30	8
D10031	242	152	钢牙蜘蛛	150	20	10
D10031	242	152	花吻蜘蛛	150	20	10
D10031	242	152	黑锷蜘蛛	150	5	12
D10031	242	242	暴牙蜘蛛	150	20	10

D10031	66	208	月魔蜘蛛	150	30	10
D10031	66	208	天狼蜘蛛	150	30	8
D10031	66	208	钢牙蜘蛛	150	20	10
D10031	66	208	花吻蜘蛛	150	20	10
D10031	66	208	黑锷蜘蛛	150	5	12
D10031	66	208	暴牙蜘蛛	150	20	10




;赤月峡谷东长廊
D10032	155	93	月魔蜘蛛	200	80	10
D10032	155	93	天狼蜘蛛	200	50	8
D10032	155	93	钢牙蜘蛛	200	40	10
D10032	155	93	花吻蜘蛛	200	40	10
D10032	155	93	黑锷蜘蛛	200	10	12
D10032	155	93	暴牙蜘蛛	200	40	10

D10032	227	208	月魔蜘蛛	150	30	10
D10032	227	208	天狼蜘蛛	150	30	8
D10032	227	208	钢牙蜘蛛	150	20	10
D10032	227	208	花吻蜘蛛	150	20	10
D10032	227	208	黑锷蜘蛛	150	5	12
D10032	227	208	暴牙蜘蛛	150	20	10

D10032	107	228	月魔蜘蛛	150	30	10
D10032	107	228	天狼蜘蛛	150	30	8
D10032	107	228	钢牙蜘蛛	150	20	10
D10032	107	228	花吻蜘蛛	150	20	10
D10032	107	228	黑锷蜘蛛	150	5	12
D10032	107	228	暴牙蜘蛛	150	20	10




D1004	156	159	月魔蜘蛛	200	80	10
D1004	156	159	天狼蜘蛛	200	70	8
D1004	156	159	钢牙蜘蛛	200	50	10
D1004	156	159	花吻蜘蛛	200	50	10
D1004	156	159	黑锷蜘蛛	200	30	12
D1004	156	159	暴牙蜘蛛	200	50	10
D1004	156	159	血巨人  	200	20	12
D1004	156	159	血僵尸  	200	10	12

;抉择之地
D1004	74	172	月魔蜘蛛	150	30	10
D1004	74	172	天狼蜘蛛	150	30	8
D1004	74	172	钢牙蜘蛛	150	20	10
D1004	74	172	花吻蜘蛛	150	30	10
D1004	74	172	暴牙蜘蛛	150	20	10
D1004	74	172	黑锷蜘蛛	150	20	12
D1004	74	172	血巨人  	150	5	12

D1004	240	100	月魔蜘蛛	150	30	10
D1004	240	100	天狼蜘蛛	150	30	8
D1004	240	100	钢牙蜘蛛	150	20	10
D1004	240	100	暴牙蜘蛛	150	20	10
D1004	240	100	花吻蜘蛛	150	30	10
D1004	240	100	黑锷蜘蛛	150	20	12
D1004	240	100	血巨人  	150	5	12
D1004	240	100	血僵尸  	150	5	12



;山谷秘道
D10051	110	100	月魔蜘蛛	200	80	9
D10051	110	100	天狼蜘蛛	200	60	8
D10051	110	100	钢牙蜘蛛	200	60	9
D10051	110	100	暴牙蜘蛛	200	60	9
D10051	110	100	花吻蜘蛛	200	60	9
D10051	110	100	黑锷蜘蛛	200	40	10
D10051	110	100	血巨人  	200	20	10
D10051	110	100	血僵尸  	200	20	10

;山谷秘道
D10052	110	100	月魔蜘蛛	200	100	9
D10052	110	100	天狼蜘蛛	200	80	8
D10052	110	100	钢牙蜘蛛	200	80	9
D10052	110	100	暴牙蜘蛛	200	80	9
D10052	110	100	花吻蜘蛛	200	80	9
D10052	110	100	黑锷蜘蛛	200	50	10
D10052	110	100	血僵尸  	120	20	10
D10052	110	100	血巨人  	120	20	10




;恶魔祭坛
D10061	15	18	月魔蜘蛛	12	1	6
D10061	13	18	月魔蜘蛛	12	1	5
D10061	13	18	月魔蜘蛛	12	1	5
D10061	13	18	钢牙蜘蛛	12	1	5
D10061	13	18	暴牙蜘蛛	12	1	5
D10061	15	21	黑锷蜘蛛	12	1	6
D10061	16	19	血巨人  	12	1	6
D10061	16	19	血僵尸  	12	1	5
;特殊
D10061	15	18	双头血魔	12	1	360
D10061	15	18	双头金刚	12	1	360

;赤月魔穴
D10062  30      30      月魔蜘蛛        75      5       15
D10062  30      30      双头血魔        75      1       60
D10062  30      30      黑锷蜘蛛        75      8       15
D10062  30      30      黑锷蜘蛛        75      10      5
D10062  30      30      双头金刚        75      1       60
D10062  17      21      血巨人          21      5       15
D10062  17      21      血僵尸          21      5       15
D10062  23      18      赤月恶魔        0       1       180


;同心小径
M100	131	154	红野猪  	150	50	8
M100	131	154	黑野猪  	150	50	8
M100	131	154	黑色恶蛆	150	50	8
;特殊
M100	131	154	白野猪 	        150	5	8
M100	131	154	虹魔猪卫0	150	1	60

;封魔矿区
D2000	100	100	僵尸2   	100	75	10
D2000	100	100	僵尸3   	100	75	10
D2000	100	100	洞蛆    	100	45	10
;特殊
D2000	100	100	僵尸20  	100	3	10
D2000	100	100	僵尸30  	100	3	10
;崎路
D2001	238	120	僵尸1   	200	20	15
D2001	238	120	僵尸2   	200	50	15
D2001	238	120	僵尸3   	200	30	15
D2001	238	120	僵尸4   	200	30	15
D2001	238	120	僵尸5   	200	30	15

D2001	136	78	僵尸1   	100	10	17
D2001	136	78	僵尸2   	100	40	17
D2001	136	78	僵尸3   	100	20	17
D2001	136	78	僵尸4   	100	20	17
D2001	136	78	僵尸5   	100	20	17

D2001	136	78	僵尸1   	100	10	16
D2001	136	78	僵尸2   	100	40	16
D2001	136	78	僵尸3   	100	20	16
D2001	136	78	僵尸4   	100	20	16
D2001	136	78	僵尸5   	100	20	16

D2001	50	98	僵尸1   	40	10	15
D2001	50	98	僵尸2   	40	30	15
D2001	50	98	僵尸3   	40	10	15
D2001	50	98	僵尸4    	40	10	15
D2001	50	98	僵尸5   	40	10	15

;特殊
D2001	238	120	僵尸10  	200	2	15
D2001	238	120	僵尸20  	200	2	15
D2001	238	120	僵尸30  	100	2	15
D2001	136	78	僵尸40  	300	2	15
D2001	136	78	僵尸50  	300	2	15
D2001	29	99	尸王    	50	1	60
;连接通道
D2002	21	23	僵尸1   	10	5	15
D2002	21	23	僵尸2   	10	10	15
D2002	21	23	僵尸3    	10	10	15
D2002	21	23	僵尸4   	10	10	15
D2002	21	23	僵尸5   	10	10	15
D2002	21	23	尸王   	        10	5	30
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;疾风殿
D2004 49    44    红野猪           100   40    10
D2004 49    44    红野猪3          100   10    10
D2004 49    44    黑野猪           100   40    10
D2004 49    44    黑野猪3          100   10    10
D2004 49    44    黑野猪0          100   1     10
D2004 49    44    红野猪0          100   1     10
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;光芒回廊
D2005 41    44    白野猪           100   2     15
D2005 41    44    楔蛾             100   20    10
D2005 41    44    白野猪           100   20    15
D2005 41    44    白野猪           20    1     15
D2005 41    44    黑野猪           100   40    10
D2005 41    44    红野猪           100   40    10
D2005 41    44    黑色恶蛆         100   40    10
D2005 41    44    红野猪3　　      100   10    10
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;烈焰殿
D2006 31    38    黑野猪           100   40    10
D2006 31    38    红野猪           100   40    10
D2006 31    38    白野猪           100   5     15
D2006 31    38    黑色恶蛆         100   40    10
D2006 31    38    角蝇　           100   2     30
D2006 31    38    红野猪3          100   20    10
D2006 31    38    楔蛾             100   40    10
D2006 31    38    黑野猪3          100   20    10
D2006 31    38    白野猪           40    10    15
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;疾风之路
D2007 140   135   楔蛾             500   30    10
D2007 140   135   黑野猪           500   25    10
D2007 140   135   红野猪           500   25    10
D2007 140   135   白野猪           500   25    15
D2007 140   135   角蝇             500   2     10
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;霸者大厅
D2008 41    74    楔蛾             100   35    10
D2008 41    74    红野猪           100   25    10
D2008 41    74    黑野猪           100   25    10
D2008 41    74    黑色恶蛆         100   40    10
D2008 41    74    角蝇             100   2     60
D2008 41    74    黑野猪3          100   30    10
D2008 41    74    红野猪3          100   20    10
D2008 41    74    白野猪0          100   10    15
D2008 41    74    白野猪           100   30    15
D2008 41    74    大老鼠           100   10    10
D2008 41    74    蝎蛇             100   10    10
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;幽冥回廊
D2009 41    44    蝎蛇             20    10    10
D2009 41    44    红野猪           100   40    10
D2009 41    44    楔蛾             100   20    10
D2009 41    44    白野猪0          40    2     15
D2009 41    44    虹魔蝎卫         40    2     60
D2009 41    44    黑野猪           100   20    10
D2009 41    44    蝎蛇             100   20    10
D2009 41    44    白野猪           100   10    15
D2009 41    44    红野猪3          100   20    10
D2009 41    44    黑野猪3          100   20    10
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;纵横道
D2010 155   231   楔蛾            500   20    10
D2010 155   231   黑色恶蛆        500   20    10
D2010 155   231   虹魔猪卫        500   1     60
D2010 155   231   白野猪0         500   20    15
D2010 155   231   红野猪          500   20    10
D2010 155   231   黑野猪          500   20    10
D2010 155   231   红野猪3         500   5     10
D2010 155   231   黑野猪3         500   5     10
D2010 155   231   邪恶毒蛇        500   4     30
D2010 155   231   蝎蛇            500   20    10
D2010 155   231   虹魔猪卫0       500   2     60
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;魔魂殿
D2011 32    31    虹魔蝎卫        5     2     60
D2011 32    31    祖玛雕橡        20    20    10
D2011 32    31    虹魔蝎卫0       5     2     60
D2011 32    31    白野猪          50    20    15
D2011 32    31    红野猪3         50    20    10
D2011 32    31    黑野猪3         50    30    10
D2011 32    31    蝎蛇            50    20    10
D2011 32    31    祖玛卫士3       50    30    20
D2011 32    31    祖玛弓箭手3     50    30    20
D2011 32    31    祖玛弓箭手3     50    30    20
D2011 32    31    祖玛卫士        50    15    10
D2011 32    31    祖玛弓箭手      50    15    10
D2011 32    31    祖玛弓箭手      50    15    10
D2011 32    31    楔蛾            50    20    10
D2011 32    31    白野猪0         50    3     15
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;炼狱回廊
D2012 48    47    祖玛雕橡        50    40    10
D2012 48    47    祖玛雕橡3       200   30    20
D2012 48    47    祖玛卫士3       200   30    20
D2012 48    47    祖玛卫士        50    35    10
D2012 48    47    祖玛弓箭手3     200   30    20
D2012 48    47    蝎蛇            50    30    10
D2012 48    47    虹魔蝎卫        50    2     60
D2012 48    47    祖玛弓箭手      50    30    10
D2012 48    47    楔蛾            50    20    10
D2012 48    47    虹魔猪卫        50    2     60
D2012 48    47    大老鼠          50    20    10
D2012 48    47    白野猪0         50    10    15
D2012 48    47    红野猪3         50    10    10
D2012 48    47    黑野猪3         50    10    10
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;封魔殿
D2013 55    55    虹魔教主        50    1     60
D2013 55    55    虹魔教主8       50    1     60
D2013 43    44    祖玛雕橡        100   30    30
D2013 43    44    祖玛雕橡3       100   30    20
D2013 43    44    祖玛雕橡0       100   10    30
D2013 43    44    祖玛卫士        100   30    30
D2013 43    44    祖玛卫士0       100   10    30
D2013 43    44    祖玛卫士3       100   30    20
D2013 43    44    祖玛弓箭手      100   30    30 
D2013 43    44    祖玛弓箭手0     100   10    30
D2013 43    44    祖玛弓箭手3     100   30    20
D2013 43    44    虹魔猪卫        100   2     60
D2013 43    44    虹魔猪卫0       100   2     60
D2013 43    44    虹魔蝎卫        100   2     60
D2013 43    44    虹魔蝎卫0       100   2     60
D2013 43    44    角蝇            100   1     10
D2013 43    44    楔蛾            100   30    10
;霸者秘密通道
D10054 75    75    虹魔蝎卫        75    2    60
D10054 75    75    白野猪          75    20   15
D10054 75    75    白野猪0         75    2    15
D10054 75    75    红野猪          75    20   10
D10054 75    75    红野猪0         75    2    10
D10054 75    75    黑野猪          75    20   10
D10054 75    75    黑野猪0         75    2    10

;尸魔洞一层
D2051 100   110   恶灵僵尸          100   60     10
D2051 100   110   恶灵尸王          100   60     15


;尸魔洞二层
D2052 50    50    恶灵僵尸          50    100    10
